flight_id,date,year,month,day,hour,carrier,carrier_name,origin,origin_city,dest,dest_city,dep_delay,arr_delay,distance
14608,2025-08-31,2025,8,31,16,AA,American Airlines,ATL,Atlanta,BOS,Boston,22.1,19.9,1901
14609,2025-08-31,2025,8,31,17,DL,Delta Air Lines,SFO,San Francisco,DEN,Denver,34.6,31.1,1494
14610,2025-08-31,2025,8,31,18,DL,Delta Air Lines,BOS,Boston,LAX,Los Angeles,32.2,29.0,2226
14611,2025-08-31,2025,8,31,19,B6,JetBlue,ATL,Atlanta,ORD,Chicago,38.4,34.6,1154
14612,2025-08-31,2025,8,31,20,AA,American Airlines,ATL,Atlanta,LAX,Los Angeles,10.7,9.6,1469
14613,2025-08-31,2025,8,31,21,UA,United Airlines,ATL,Atlanta,SFO,San Francisco,25.4,22.9,2322
14614,2025-08-31,2025,8,31,22,WN,Southwest Airlines,LAX,Los Angeles,BOS,Boston,11.5,10.4,966
14615,2025-08-31,2025,8,31,23,NK,Spirit Airlines,SFO,San Francisco,ATL,Atlanta,3.2,2.9,1392
14616,2025-09-01,2025,9,1,0,AA,American Airlines,BOS,Boston,JFK,New York,0.0,0.0,1173
14617,2025-09-01,2025,9,1,1,AA,American Airlines,ATL,Atlanta,BOS,Boston,10.5,9.5,2282
14618,2025-09-01,2025,9,1,2,WN,Southwest Airlines,DFW,Dallas,ORD,Chicago,0.0,0.0,1541
14619,2025-09-01,2025,9,1,3,NK,Spirit Airlines,DFW,Dallas,LAX,Los Angeles,13.1,11.8,2466
14620,2025-09-01,2025,9,1,4,WN,Southwest Airlines,JFK,New York,DEN,Denver,10.5,9.5,1590
14621,2025-09-01,2025,9,1,5,WN,Southwest Airlines,JFK,New York,SFO,San Francisco,10.4,9.4,399
14622,2025-09-01,2025,9,1,6,AA,American Airlines,DFW,Dallas,ATL,Atlanta,18.1,16.3,2657
14623,2025-09-01,2025,9,1,7,NK,Spirit Airlines,JFK,New York,ORD,Chicago,25.3,22.8,1065
14624,2025-09-01,2025,9,1,8,DL,Delta Air Lines,BOS,Boston,JFK,New York,22.8,20.5,1898
14625,2025-09-01,2025,9,1,9,AS,Alaska Airlines,JFK,New York,SFO,San Francisco,33.4,30.1,981
14626,2025-09-01,2025,9,1,10,DL,Delta Air Lines,DFW,Dallas,LAX,Los Angeles,16.2,14.6,1436
14627,2025-09-01,2025,9,1,11,NK,Spirit Airlines,DFW,Dallas,SFO,San Francisco,13.0,11.7,1690
14628,2025-09-01,2025,9,1,12,DL,Delta Air Lines,SFO,San Francisco,LAX,Los Angeles,8.8,7.9,1414
14629,2025-09-01,2025,9,1,13,AA,American Airlines,LAX,Los Angeles,ORD,Chicago,19.0,17.1,2140
14630,2025-09-01,2025,9,1,14,NK,Spirit Airlines,SFO,San Francisco,DFW,Dallas,9.9,8.9,584
14631,2025-09-01,2025,9,1,15,B6,JetBlue,ORD,Chicago,DEN,Denver,28.1,25.3,1806
14632,2025-09-01,2025,9,1,16,WN,Southwest Airlines,DFW,Dallas,JFK,New York,20.2,18.2,1732
14633,2025-09-01,2025,9,1,17,AS,Alaska Airlines,LAX,Los Angeles,JFK,New York,31.7,28.5,2083
14634,2025-09-01,2025,9,1,18,AA,American Airlines,LAX,Los Angeles,ORD,Chicago,15.3,13.8,966
14635,2025-09-01,2025,9,1,19,DL,Delta Air Lines,ATL,Atlanta,BOS,Boston,41.4,37.3,2498
14636,2025-09-01,2025,9,1,20,WN,Southwest Airlines,BOS,Boston,LAX,Los Angeles,12.7,11.4,899
14637,2025-09-01,2025,9,1,21,B6,JetBlue,JFK,New York,LAX,Los Angeles,7.8,7.0,1361
14638,2025-09-01,2025,9,1,22,DL,Delta Air Lines,ATL,Atlanta,BOS,Boston,19.8,17.8,2638
14639,2025-09-01,2025,9,1,23,AA,American Airlines,LAX,Los Angeles,DEN,Denver,0.0,0.0,1047
14640,2025-09-02,2025,9,2,0,NK,Spirit Airlines,BOS,Boston,SFO,San Francisco,0.0,0.0,1910
14641,2025-09-02,2025,9,2,1,WN,Southwest Airlines,SFO,San Francisco,BOS,Boston,8.3,7.5,2748
14642,2025-09-02,2025,9,2,2,AA,American Airlines,ORD,Chicago,DEN,Denver,19.1,17.2,1601
14643,2025-09-02,2025,9,2,3,DL,Delta Air Lines,ATL,Atlanta,DEN,Denver,8.8,7.9,2599
14644,2025-09-02,2025,9,2,4,B6,JetBlue,DEN,Denver,JFK,New York,3.8,3.4,2354
14645,2025-09-02,2025,9,2,5,AS,Alaska Airlines,JFK,New York,BOS,Boston,14.0,12.6,1858
14646,2025-09-02,2025,9,2,6,NK,Spirit Airlines,ATL,Atlanta,BOS,Boston,30.3,27.3,2035
14647,2025-09-02,2025,9,2,7,AS,Alaska Airlines,SFO,San Francisco,BOS,Boston,25.6,23.0,1168
14648,2025-09-02,2025,9,2,8,UA,United Airlines,ATL,Atlanta,ORD,Chicago,17.0,15.3,665
14649,2025-09-02,2025,9,2,9,UA,United Airlines,ORD,Chicago,LAX,Los Angeles,24.5,22.1,899
14650,2025-09-02,2025,9,2,10,WN,Southwest Airlines,SFO,San Francisco,ORD,Chicago,12.5,11.3,1797
14651,2025-09-02,2025,9,2,11,UA,United Airlines,DEN,Denver,JFK,New York,23.0,20.7,870
14652,2025-09-02,2025,9,2,12,UA,United Airlines,LAX,Los Angeles,BOS,Boston,20.1,18.1,1189
14653,2025-09-02,2025,9,2,13,B6,JetBlue,SFO,San Francisco,ATL,Atlanta,0.0,0.0,2709
14654,2025-09-02,2025,9,2,14,AS,Alaska Airlines,SFO,San Francisco,DEN,Denver,15.4,13.9,1359
14655,2025-09-02,2025,9,2,15,AA,American Airlines,BOS,Boston,DFW,Dallas,9.0,8.1,1332
14656,2025-09-02,2025,9,2,16,WN,Southwest Airlines,ORD,Chicago,LAX,Los Angeles,18.5,16.7,2270
14657,2025-09-02,2025,9,2,17,B6,JetBlue,JFK,New York,LAX,Los Angeles,24.4,22.0,2554
14658,2025-09-02,2025,9,2,18,B6,JetBlue,DEN,Denver,LAX,Los Angeles,33.2,29.9,302
14659,2025-09-02,2025,9,2,19,B6,JetBlue,LAX,Los Angeles,ORD,Chicago,31.1,28.0,1030
14660,2025-09-02,2025,9,2,20,AS,Alaska Airlines,ORD,Chicago,DEN,Denver,11.9,10.7,1977
14661,2025-09-02,2025,9,2,21,AA,American Airlines,ATL,Atlanta,SFO,San Francisco,3.0,2.7,473
14662,2025-09-02,2025,9,2,22,AA,American Airlines,DEN,Denver,ORD,Chicago,13.2,11.9,1044
14663,2025-09-02,2025,9,2,23,NK,Spirit Airlines,SFO,San Francisco,DFW,Dallas,9.9,8.9,2602
14664,2025-09-03,2025,9,3,0,UA,United Airlines,ORD,Chicago,DFW,Dallas,8.8,7.9,849
14665,2025-09-03,2025,9,3,1,UA,United Airlines,DFW,Dallas,LAX,Los Angeles,15.6,14.0,1166
14666,2025-09-03,2025,9,3,2,UA,United Airlines,DEN,Denver,BOS,Boston,8.7,7.8,2524
14667,2025-09-03,2025,9,3,3,WN,Southwest Airlines,BOS,Boston,JFK,New York,0.0,0.0,1658
14668,2025-09-03,2025,9,3,4,AA,American Airlines,ORD,Chicago,ATL,Atlanta,20.9,18.8,2078
14669,2025-09-03,2025,9,3,5,AS,Alaska Airlines,JFK,New York,BOS,Boston,14.0,12.6,2069
14670,2025-09-03,2025,9,3,6,WN,Southwest Airlines,DEN,Denver,BOS,Boston,7.9,7.1,1005
14671,2025-09-03,2025,9,3,7,AS,Alaska Airlines,JFK,New York,SFO,San Francisco,41.1,37.0,1634
14672,2025-09-03,2025,9,3,8,AS,Alaska Airlines,LAX,Los Angeles,DFW,Dallas,30.9,27.8,1470
14673,2025-09-03,2025,9,3,9,UA,United Airlines,JFK,New York,DFW,Dallas,25.9,23.3,360
14674,2025-09-03,2025,9,3,10,B6,JetBlue,ORD,Chicago,DFW,Dallas,24.8,22.3,1712
14675,2025-09-03,2025,9,3,11,AA,American Airlines,JFK,New York,DEN,Denver,17.4,15.7,1519
14676,2025-09-03,2025,9,3,12,WN,Southwest Airlines,ORD,Chicago,LAX,Los Angeles,0.0,0.0,1697
14677,2025-09-03,2025,9,3,13,B6,JetBlue,SFO,San Francisco,ATL,Atlanta,3.0,2.7,2180
14678,2025-09-03,2025,9,3,14,AA,American Airlines,BOS,Boston,SFO,San Francisco,18.4,16.6,1052
14679,2025-09-03,2025,9,3,15,NK,Spirit Airlines,ATL,Atlanta,SFO,San Francisco,12.0,10.8,993
14680,2025-09-03,2025,9,3,16,AS,Alaska Airlines,SFO,San Francisco,DEN,Denver,18.0,16.2,1267
14681,2025-09-03,2025,9,3,17,UA,United Airlines,SFO,San Francisco,BOS,Boston,24.9,22.4,445
14682,2025-09-03,2025,9,3,18,AA,American Airlines,LAX,Los Angeles,DFW,Dallas,36.8,33.1,2401
14683,2025-09-03,2025,9,3,19,UA,United Airlines,DFW,Dallas,DEN,Denver,17.4,15.7,292
14684,2025-09-03,2025,9,3,20,DL,Delta Air Lines,DEN,Denver,SFO,San Francisco,21.4,19.3,1097
14685,2025-09-03,2025,9,3,21,NK,Spirit Airlines,ORD,Chicago,BOS,Boston,0.0,0.0,1546
14686,2025-09-03,2025,9,3,22,AS,Alaska Airlines,BOS,Boston,LAX,Los Angeles,8.7,7.8,2653
14687,2025-09-03,2025,9,3,23,B6,JetBlue,LAX,Los Angeles,ORD,Chicago,9.1,8.2,2611
14688,2025-09-04,2025,9,4,0,UA,United Airlines,ORD,Chicago,BOS,Boston,0.5,0.5,2519
14689,2025-09-04,2025,9,4,1,B6,JetBlue,DFW,Dallas,SFO,San Francisco,4.9,4.4,1969
14690,2025-09-04,2025,9,4,2,AS,Alaska Airlines,JFK,New York,SFO,San Francisco,6.9,6.2,2723
14691,2025-09-04,2025,9,4,3,NK,Spirit Airlines,SFO,San Francisco,JFK,New York,0.0,0.0,1326
14692,2025-09-04,2025,9,4,4,AA,American Airlines,BOS,Boston,DFW,Dallas,15.1,13.6,743
14693,2025-09-04,2025,9,4,5,B6,JetBlue,LAX,Los Angeles,ORD,Chicago,18.1,16.3,1979
14694,2025-09-04,2025,9,4,6,WN,Southwest Airlines,DFW,Dallas,ORD,Chicago,33.0,29.7,1681
14695,2025-09-04,2025,9,4,7,WN,Southwest Airlines,ATL,Atlanta,LAX,Los Angeles,25.8,23.2,2461
14696,2025-09-04,2025,9,4,8,AS,Alaska Airlines,SFO,San Francisco,DFW,Dallas,11.7,10.5,2635
14697,2025-09-04,2025,9,4,9,B6,JetBlue,DFW,Dallas,SFO,San Francisco,49.9,44.9,1851
14698,2025-09-04,2025,9,4,10,AS,Alaska Airlines,ATL,Atlanta,DEN,Denver,20.9,18.8,734
14699,2025-09-04,2025,9,4,11,WN,Southwest Airlines,JFK,New York,BOS,Boston,12.6,11.3,829
14700,2025-09-04,2025,9,4,12,UA,United Airlines,SFO,San Francisco,ATL,Atlanta,22.4,20.2,320
14701,2025-09-04,2025,9,4,13,AA,American Airlines,ORD,Chicago,DEN,Denver,6.1,5.5,1484
14702,2025-09-04,2025,9,4,14,DL,Delta Air Lines,ORD,Chicago,DFW,Dallas,10.0,9.0,2708
14703,2025-09-04,2025,9,4,15,AS,Alaska Airlines,DEN,Denver,BOS,Boston,16.5,14.9,2586
14704,2025-09-04,2025,9,4,16,WN,Southwest Airlines,DEN,Denver,JFK,New York,18.7,16.8,2357
14705,2025-09-04,2025,9,4,17,NK,Spirit Airlines,SFO,San Francisco,ATL,Atlanta,27.7,24.9,1390
14706,2025-09-04,2025,9,4,18,NK,Spirit Airlines,LAX,Los Angeles,ORD,Chicago,32.9,29.6,1576
14707,2025-09-04,2025,9,4,19,DL,Delta Air Lines,ATL,Atlanta,JFK,New York,21.8,19.6,2238
14708,2025-09-04,2025,9,4,20,UA,United Airlines,SFO,San Francisco,ATL,Atlanta,0.0,0.0,1082
14709,2025-09-04,2025,9,4,21,B6,JetBlue,ORD,Chicago,SFO,San Francisco,3.4,3.1,827
14710,2025-09-04,2025,9,4,22,AS,Alaska Airlines,JFK,New York,SFO,San Francisco,0.0,0.0,773
14711,2025-09-04,2025,9,4,23,WN,Southwest Airlines,ATL,Atlanta,JFK,New York,16.1,14.5,507
14712,2025-09-05,2025,9,5,0,UA,United Airlines,ORD,Chicago,DFW,Dallas,11.0,9.9,627
14713,2025-09-05,2025,9,5,1,UA,United Airlines,SFO,San Francisco,DEN,Denver,8.9,8.0,1098
14714,2025-09-05,2025,9,5,2,UA,United Airlines,ORD,Chicago,DEN,Denver,2.8,2.5,773
14715,2025-09-05,2025,9,5,3,B6,JetBlue,SFO,San Francisco,BOS,Boston,23.2,20.9,1997
14716,2025-09-05,2025,9,5,4,WN,Southwest Airlines,SFO,San Francisco,LAX,Los Angeles,0.0,0.0,472
14717,2025-09-05,2025,9,5,5,NK,Spirit Airlines,ORD,Chicago,SFO,San Francisco,22.9,20.6,851
14718,2025-09-05,2025,9,5,6,B6,JetBlue,BOS,Boston,ORD,Chicago,5.4,4.9,1625
14719,2025-09-05,2025,9,5,7,NK,Spirit Airlines,JFK,New York,DEN,Denver,20.6,18.5,1919
14720,2025-09-05,2025,9,5,8,NK,Spirit Airlines,DFW,Dallas,BOS,Boston,23.7,21.3,2465
14721,2025-09-05,2025,9,5,9,AA,American Airlines,DFW,Dallas,LAX,Los Angeles,23.6,21.2,515
14722,2025-09-05,2025,9,5,10,AA,American Airlines,ORD,Chicago,LAX,Los Angeles,20.3,18.3,2240
14723,2025-09-05,2025,9,5,11,UA,United Airlines,SFO,San Francisco,DFW,Dallas,10.3,9.3,2014
14724,2025-09-05,2025,9,5,12,NK,Spirit Airlines,BOS,Boston,ORD,Chicago,0.9,0.8,1158
14725,2025-09-05,2025,9,5,13,WN,Southwest Airlines,ORD,Chicago,SFO,San Francisco,25.4,22.9,1254
14726,2025-09-05,2025,9,5,14,WN,Southwest Airlines,ATL,Atlanta,LAX,Los Angeles,11.9,10.7,1978
14727,2025-09-05,2025,9,5,15,AA,American Airlines,SFO,San Francisco,ATL,Atlanta,10.4,9.4,2593
14728,2025-09-05,2025,9,5,16,NK,Spirit Airlines,BOS,Boston,ORD,Chicago,10.8,9.7,368
14729,2025-09-05,2025,9,5,17,DL,Delta Air Lines,ORD,Chicago,DFW,Dallas,10.9,9.8,1699
14730,2025-09-05,2025,9,5,18,DL,Delta Air Lines,DEN,Denver,BOS,Boston,30.2,27.2,1232
14731,2025-09-05,2025,9,5,19,WN,Southwest Airlines,SFO,San Francisco,BOS,Boston,40.0,36.0,1381
14732,2025-09-05,2025,9,5,20,UA,United Airlines,BOS,Boston,JFK,New York,9.2,8.3,757
14733,2025-09-05,2025,9,5,21,AA,American Airlines,JFK,New York,LAX,Los Angeles,16.6,14.9,1998
14734,2025-09-05,2025,9,5,22,B6,JetBlue,LAX,Los Angeles,ORD,Chicago,11.4,10.3,1808
14735,2025-09-05,2025,9,5,23,WN,Southwest Airlines,DFW,Dallas,DEN,Denver,4.4,4.0,333
14736,2025-09-06,2025,9,6,0,WN,Southwest Airlines,JFK,New York,LAX,Los Angeles,13.1,11.8,1003
14737,2025-09-06,2025,9,6,1,UA,United Airlines,ORD,Chicago,JFK,New York,6.7,6.0,882
14738,2025-09-06,2025,9,6,2,B6,JetBlue,DEN,Denver,ATL,Atlanta,0.4,0.4,1912
14739,2025-09-06,2025,9,6,3,DL,Delta Air Lines,DFW,Dallas,ATL,Atlanta,9.5,8.6,902
14740,2025-09-06,2025,9,6,4,B6,JetBlue,ATL,Atlanta,DEN,Denver,23.0,20.7,878
14741,2025-09-06,2025,9,6,5,DL,Delta Air Lines,ORD,Chicago,LAX,Los Angeles,10.7,9.6,1924
14742,2025-09-06,2025,9,6,6,AS,Alaska Airlines,ATL,Atlanta,JFK,New York,14.6,13.1,1436
14743,2025-09-06,2025,9,6,7,DL,Delta Air Lines,DFW,Dallas,ORD,Chicago,24.2,21.8,1714
14744,2025-09-06,2025,9,6,8,AS,Alaska Airlines,ORD,Chicago,BOS,Boston,25.6,23.0,1898
14745,2025-09-06,2025,9,6,9,DL,Delta Air Lines,ORD,Chicago,DFW,Dallas,28.3,25.5,1577
14746,2025-09-06,2025,9,6,10,NK,Spirit Airlines,ATL,Atlanta,ORD,Chicago,4.8,4.3,2021
14747,2025-09-06,2025,9,6,11,AS,Alaska Airlines,JFK,New York,DFW,Dallas,30.3,27.3,1324
14748,2025-09-06,2025,9,6,12,DL,Delta Air Lines,DEN,Denver,ATL,Atlanta,0.6,0.5,1438
14749,2025-09-06,2025,9,6,13,B6,JetBlue,JFK,New York,ATL,Atlanta,17.5,15.8,768
14750,2025-09-06,2025,9,6,14,AA,American Airlines,DEN,Denver,ORD,Chicago,9.4,8.5,2343
14751,2025-09-06,2025,9,6,15,B6,JetBlue,BOS,Boston,JFK,New York,22.1,19.9,1780
14752,2025-09-06,2025,9,6,16,B6,JetBlue,DFW,Dallas,LAX,Los Angeles,19.1,17.2,1415
14753,2025-09-06,2025,9,6,17,AS,Alaska Airlines,DFW,Dallas,JFK,New York,31.8,28.6,2648
14754,2025-09-06,2025,9,6,18,AA,American Airlines,LAX,Los Angeles,ORD,Chicago,23.6,21.2,1536
14755,2025-09-06,2025,9,6,19,AA,American Airlines,BOS,Boston,JFK,New York,16.1,14.5,957
14756,2025-09-06,2025,9,6,20,AA,American Airlines,ATL,Atlanta,JFK,New York,17.9,16.1,1413
14757,2025-09-06,2025,9,6,21,DL,Delta Air Lines,ATL,Atlanta,JFK,New York,0.6,0.5,1274
14758,2025-09-06,2025,9,6,22,NK,Spirit Airlines,ATL,Atlanta,ORD,Chicago,8.1,7.3,514
14759,2025-09-06,2025,9,6,23,DL,Delta Air Lines,ATL,Atlanta,SFO,San Francisco,0.0,0.0,1037
14760,2025-09-07,2025,9,7,0,B6,JetBlue,DFW,Dallas,DEN,Denver,7.5,6.8,1863
14761,2025-09-07,2025,9,7,1,DL,Delta Air Lines,SFO,San Francisco,DEN,Denver,5.6,5.0,2393
14762,2025-09-07,2025,9,7,2,DL,Delta Air Lines,ATL,Atlanta,DFW,Dallas,6.5,5.9,1009
14763,2025-09-07,2025,9,7,3,AA,American Airlines,ATL,Atlanta,JFK,New York,5.5,5.0,1237
14764,2025-09-07,2025,9,7,4,AA,American Airlines,DEN,Denver,ATL,Atlanta,31.1,28.0,1225
14765,2025-09-07,2025,9,7,5,B6,JetBlue,LAX,Los Angeles,JFK,New York,13.5,12.2,1564
14766,2025-09-07,2025,9,7,6,AA,American Airlines,LAX,Los Angeles,JFK,New York,15.8,14.2,1478
14767,2025-09-07,2025,9,7,7,AA,American Airlines,JFK,New York,DFW,Dallas,22.7,20.4,2605
14768,2025-09-07,2025,9,7,8,B6,JetBlue,ATL,Atlanta,BOS,Boston,28.7,25.8,1033
14769,2025-09-07,2025,9,7,9,DL,Delta Air Lines,ATL,Atlanta,LAX,Los Angeles,16.8,15.1,2794
14770,2025-09-07,2025,9,7,10,NK,Spirit Airlines,DFW,Dallas,LAX,Los Angeles,11.3,10.2,1822
14771,2025-09-07,2025,9,7,11,WN,Southwest Airlines,ATL,Atlanta,DFW,Dallas,19.0,17.1,2553
14772,2025-09-07,2025,9,7,12,DL,Delta Air Lines,SFO,San Francisco,ORD,Chicago,2.2,2.0,1665
14773,2025-09-07,2025,9,7,13,AA,American Airlines,DFW,Dallas,SFO,San Francisco,20.2,18.2,901
14774,2025-09-07,2025,9,7,14,AS,Alaska Airlines,BOS,Boston,SFO,San Francisco,16.6,14.9,945
14775,2025-09-07,2025,9,7,15,B6,JetBlue,ORD,Chicago,DEN,Denver,25.4,22.9,1580
14776,2025-09-07,2025,9,7,16,DL,Delta Air Lines,DFW,Dallas,BOS,Boston,8.5,7.7,2640
14777,2025-09-07,2025,9,7,17,AS,Alaska Airlines,LAX,Los Angeles,DFW,Dallas,29.3,26.4,2526
14778,2025-09-07,2025,9,7,18,B6,JetBlue,DFW,Dallas,JFK,New York,24.5,22.1,1457
14779,2025-09-07,2025,9,7,19,AA,American Airlines,SFO,San Francisco,DFW,Dallas,37.0,33.3,441
14780,2025-09-07,2025,9,7,20,DL,Delta Air Lines,JFK,New York,LAX,Los Angeles,11.9,10.7,855
14781,2025-09-07,2025,9,7,21,NK,Spirit Airlines,BOS,Boston,LAX,Los Angeles,4.5,4.1,2110
14782,2025-09-07,2025,9,7,22,AS,Alaska Airlines,DEN,Denver,ORD,Chicago,11.3,10.2,2018
14783,2025-09-07,2025,9,7,23,NK,Spirit Airlines,JFK,New York,DFW,Dallas,15.3,13.8,1431
14784,2025-09-08,2025,9,8,0,WN,Southwest Airlines,BOS,Boston,ORD,Chicago,7.0,6.3,720
14785,2025-09-08,2025,9,8,1,WN,Southwest Airlines,SFO,San Francisco,ORD,Chicago,2.4,2.2,1343
14786,2025-09-08,2025,9,8,2,UA,United Airlines,ATL,Atlanta,ORD,Chicago,2.5,2.3,1372
14787,2025-09-08,2025,9,8,3,DL,Delta Air Lines,DFW,Dallas,LAX,Los Angeles,0.0,0.0,920
14788,2025-09-08,2025,9,8,4,AS,Alaska Airlines,SFO,San Francisco,LAX,Los Angeles,27.0,24.3,2511
14789,2025-09-08,2025,9,8,5,NK,Spirit Airlines,SFO,San Francisco,BOS,Boston,18.8,16.9,2238
14790,2025-09-08,2025,9,8,6,AA,American Airlines,DEN,Denver,LAX,Los Angeles,10.5,9.5,2105
14791,2025-09-08,2025,9,8,7,UA,United Airlines,DFW,Dallas,LAX,Los Angeles,23.7,21.3,1425
14792,2025-09-08,2025,9,8,8,UA,United Airlines,LAX,Los Angeles,DEN,Denver,37.9,34.1,1962
14793,2025-09-08,2025,9,8,9,WN,Southwest Airlines,JFK,New York,LAX,Los Angeles,25.8,23.2,456
14794,2025-09-08,2025,9,8,10,B6,JetBlue,LAX,Los Angeles,DEN,Denver,29.1,26.2,1122
14795,2025-09-08,2025,9,8,11,B6,JetBlue,LAX,Los Angeles,DEN,Denver,18.5,16.7,2402
14796,2025-09-08,2025,9,8,12,AS,Alaska Airlines,ATL,Atlanta,LAX,Los Angeles,27.5,24.8,537
14797,2025-09-08,2025,9,8,13,DL,Delta Air Lines,DEN,Denver,SFO,San Francisco,9.2,8.3,458
14798,2025-09-08,2025,9,8,14,WN,Southwest Airlines,LAX,Los Angeles,ATL,Atlanta,8.1,7.3,548
14799,2025-09-08,2025,9,8,15,B6,JetBlue,ATL,Atlanta,BOS,Boston,19.4,17.5,2488
14800,2025-09-08,2025,9,8,16,AS,Alaska Airlines,ORD,Chicago,BOS,Boston,2.9,2.6,1119
14801,2025-09-08,2025,9,8,17,AS,Alaska Airlines,LAX,Los Angeles,JFK,New York,39.2,35.3,1489
14802,2025-09-08,2025,9,8,18,DL,Delta Air Lines,ATL,Atlanta,BOS,Boston,46.2,41.6,1028
14803,2025-09-08,2025,9,8,19,DL,Delta Air Lines,BOS,Boston,ATL,Atlanta,32.0,28.8,1035
14804,2025-09-08,2025,9,8,20,AS,Alaska Airlines,BOS,Boston,DEN,Denver,27.5,24.8,1725
14805,2025-09-08,2025,9,8,21,WN,Southwest Airlines,LAX,Los Angeles,DFW,Dallas,28.5,25.7,471
14806,2025-09-08,2025,9,8,22,AS,Alaska Airlines,LAX,Los Angeles,BOS,Boston,21.9,19.7,548
14807,2025-09-08,2025,9,8,23,WN,Southwest Airlines,BOS,Boston,ATL,Atlanta,0.0,0.0,527
14808,2025-09-09,2025,9,9,0,B6,JetBlue,LAX,Los Angeles,SFO,San Francisco,0.0,0.0,2762
14809,2025-09-09,2025,9,9,1,B6,JetBlue,SFO,San Francisco,JFK,New York,0.0,0.0,2445
14810,2025-09-09,2025,9,9,2,AA,American Airlines,ATL,Atlanta,JFK,New York,16.2,14.6,1641
14811,2025-09-09,2025,9,9,3,AA,American Airlines,JFK,New York,DEN,Denver,4.7,4.2,2671
14812,2025-09-09,2025,9,9,4,AA,American Airlines,LAX,Los Angeles,ATL,Atlanta,25.1,22.6,2074
14813,2025-09-09,2025,9,9,5,NK,Spirit Airlines,ATL,Atlanta,ORD,Chicago,16.9,15.2,952
14814,2025-09-09,2025,9,9,6,UA,United Airlines,BOS,Boston,ORD,Chicago,18.2,16.4,1243
14815,2025-09-09,2025,9,9,7,AS,Alaska Airlines,ATL,Atlanta,DEN,Denver,28.8,25.9,2316
14816,2025-09-09,2025,9,9,8,WN,Southwest Airlines,BOS,Boston,JFK,New York,12.9,11.6,1745
14817,2025-09-09,2025,9,9,9,NK,Spirit Airlines,SFO,San Francisco,ATL,Atlanta,20.2,18.2,2252
14818,2025-09-09,2025,9,9,10,AS,Alaska Airlines,DEN,Denver,ATL,Atlanta,21.6,19.4,491
14819,2025-09-09,2025,9,9,11,NK,Spirit Airlines,ATL,Atlanta,ORD,Chicago,0.0,0.0,1765
14820,2025-09-09,2025,9,9,12,AS,Alaska Airlines,DFW,Dallas,ATL,Atlanta,12.3,11.1,1712
14821,2025-09-09,2025,9,9,13,AA,American Airlines,ORD,Chicago,DEN,Denver,17.1,15.4,2093
14822,2025-09-09,2025,9,9,14,B6,JetBlue,DEN,Denver,JFK,New York,15.1,13.6,1531
14823,2025-09-09,2025,9,9,15,AA,American Airlines,SFO,San Francisco,BOS,Boston,4.6,4.1,2772
14824,2025-09-09,2025,9,9,16,NK,Spirit Airlines,ORD,Chicago,BOS,Boston,5.2,4.7,902
14825,2025-09-09,2025,9,9,17,AS,Alaska Airlines,DFW,Dallas,ORD,Chicago,21.6,19.4,2192
14826,2025-09-09,2025,9,9,18,UA,United Airlines,DFW,Dallas,ORD,Chicago,45.9,41.3,2478
14827,2025-09-09,2025,9,9,19,DL,Delta Air Lines,DEN,Denver,DFW,Dallas,19.8,17.8,326
14828,2025-09-09,2025,9,9,20,WN,Southwest Airlines,LAX,Los Angeles,BOS,Boston,20.1,18.1,665
14829,2025-09-09,2025,9,9,21,AS,Alaska Airlines,JFK,New York,BOS,Boston,14.6,13.1,1611
14830,2025-09-09,2025,9,9,22,B6,JetBlue,DFW,Dallas,LAX,Los Angeles,0.0,0.0,1656
14831,2025-09-09,2025,9,9,23,WN,Southwest Airlines,ATL,Atlanta,BOS,Boston,0.0,0.0,1196
14832,2025-09-10,2025,9,10,0,UA,United Airlines,BOS,Boston,ORD,Chicago,0.0,0.0,1193
14833,2025-09-10,2025,9,10,1,AA,American Airlines,LAX,Los Angeles,SFO,San Francisco,21.4,19.3,559
14834,2025-09-10,2025,9,10,2,B6,JetBlue,ORD,Chicago,JFK,New York,0.0,0.0,2078
14835,2025-09-10,2025,9,10,3,NK,Spirit Airlines,DFW,Dallas,DEN,Denver,0.4,0.4,545
14836,2025-09-10,2025,9,10,4,NK,Spirit Airlines,DEN,Denver,DFW,Dallas,3.3,3.0,1800
14837,2025-09-10,2025,9,10,5,AS,Alaska Airlines,BOS,Boston,SFO,San Francisco,7.4,6.7,1331
14838,2025-09-10,2025,9,10,6,AA,American Airlines,DFW,Dallas,LAX,Los Angeles,1.5,1.4,1415
14839,2025-09-10,2025,9,10,7,NK,Spirit Airlines,DFW,Dallas,DEN,Denver,26.6,23.9,1167
14840,2025-09-10,2025,9,10,8,AS,Alaska Airlines,ATL,Atlanta,DFW,Dallas,20.5,18.5,2086
14841,2025-09-10,2025,9,10,9,AS,Alaska Airlines,LAX,Los Angeles,ATL,Atlanta,33.2,29.9,426
14842,2025-09-10,2025,9,10,10,UA,United Airlines,SFO,San Francisco,ATL,Atlanta,18.8,16.9,1462
14843,2025-09-10,2025,9,10,11,WN,Southwest Airlines,LAX,Los Angeles,BOS,Boston,28.2,25.4,2053
14844,2025-09-10,2025,9,10,12,DL,Delta Air Lines,SFO,San Francisco,BOS,Boston,13.0,11.7,1371
14845,2025-09-10,2025,9,10,13,DL,Delta Air Lines,SFO,San Francisco,ORD,Chicago,11.6,10.4,1777
